feed_title,entry_title,entry_link,entry_published_date,entry_summary,entry_content
Sports Collectors Daily,Notes:  Imanaga Debut Patch; Big 1-1 Pulls,https://www.sportscollectorsdaily.com/notes-imanaga-debut-patch-big-1-1-pulls-st-browns-headstand-on-a-card/,"Fri, 08 Nov 2024 02:02:20 +0000",A peek at one of this year's MLB Debut jersey patches... big Lamal and Clark 1/1s are pulled.....and some Celtics warmup shirts with a really old school logo are up for auction.,"November 7, 2024 By Rich Mueller  Topps is offering a look at one of the top MLB Debut Patch autographed cards that will be hidden inside packs of 2024 Chrome Update Baseball, due out next week. As it did last year, the company has teamed up with Major League Baseball to take the small patches that were applied to each rookie’s first game uniform and turned them into cards that have been signed by the player. On Wednesday, they showed off the 1/1 card featuring Cubs ace Shota Imanaga. 𝗙𝗜𝗥𝗦𝗧 𝗟𝗢𝗢𝗞: Shota Imanaga signed his 1/1 Rookie Debut Patch card with a Kanji autograph ✍️🇯🇵 In his debut, Imanaga pitched 6 shutout innings and posted his first career win. 🏆 pic.twitter.com/9QJ8omVHIY — Topps (@Topps) November 6, 2024 
—-
One of the year’s biggest soccer cards has been pulled out of a blaster box. Trident Collectibles, based in Australia, landed the 2023-24 Topps UEFA Chrome Lamine Yamal RC Superfractor 1/1 in a break this week.  —-
And in Southern California, one customer of RL Sports Cards landed a Caitlin Clark 1/1 out of the first WNBA Select product: the Gold Vinyl 1/1 could be her most valuable to date. About a month ago, a 1/1 Panini Instant Blue Viper Clark sold via Dutch auction on Panini’s website for over $97,000, which set the current record price for one of the WNBA Rookie of the Year’s cards. —-
Unless you’re a real NBA history lover, you’ve probably never seen this logo before.  These Classic Edition shooting shirts were worn by the Boston Celtics back in 2021-22. MeiGray is offering a dozen of them in an auction that just opened. Bidding starts at $100 each. Rich is the editor and founder of Sports Collectors Daily.  A broadcaster and writer for over 40 years and a collector for even longer than that, he's usually typing something somewhere.  Type him back at [email protected]. Filed Under: Around the Hobby Tagged With: 2024 Panini Select WNBA cards, boston celtics, Caitlin Clark, Lamine Yamal"
Sports Collectors Daily,"Mantle, Ruth, Modern Stars Share Spotlight in REA Encore Sale",https://www.sportscollectorsdaily.com/robert-edward-auctions-november-2024-encore-auction/,"Fri, 08 Nov 2024 01:35:21 +0000","Over 3,200 items are on the auction block at Robert Edward Auctions this month, including vintage greats and current era superstars.","November 7, 2024 By Rich Mueller  There are old school candy cards of Honus Wagner and shiny cards of Shohei Ohtani pulled from foil packs. Gum cards of Babe Ruth and Michael Jordan Refractors. It’s safe to say Robert Edward Auctions’ November Encore sale covers a lot of collecting ground. The online auction opened Wednesday morning with over 3,200 lots.  Even before its annual massive Fall Auction that’s set to open Nov. 22, REA has offered over 34,000 lots through its Encore and catalog auctions so far in 2024. Mickey Mantle collectors will have much to choose from, notably a 1954 Red Heart Dog Food card graded SGC 8, a low-grade copy of the ever popular 1952 Topps, a 1951 Bowman rookie card, a 1953 Stahl-Meyer Franks also graded PSA 1 and an autographed copy of his 1955 Bowman card with a PSA/DNA 10 signature.  Among the modern offerings is a 2000 Playoff Contenders Tom Brady Rookie Ticket Autograph (BGS 8.5 with a 10 signature grade), a 2018 Bowman’s Best Ohtani rookie autograph Green Refractor #91/99 graded PSA 10 and a PSA 9 1986-87 Fleer Michael Jordan rookie.  Some of the other notable items in REA’s November Encore Auction include:   The auction also features a number of near-complete and complete set breaks spanning a number of issues. A near-complete master set of 1952 Topps, highlighted by a complete set of “Canadian” gray backs, including the very tough #189 Pete Reiser is presented card by card. Nearly 500 different 1909-1911 T206 White Border cards in PSA EX 5 are offered individually along with near-complete SGC-graded sets of 1911 T205 Gold Borders and 1912 T207 Brown Backgrounds.  The auction runs through Sunday, November 17. All initial bids must be placed by 9 PM ET in order to qualify for extended bidding.    “We’re thrilled to be able to present a full slate of incredible items in advance of our upcoming catalog auction,” remarked REA President Brian Dwyer. “This auction runs the gamut from vintage classics to modern superstars.  It’s always exciting to be able to offer such a wide variety of material.” Rich is the editor and founder of Sports Collectors Daily.  A broadcaster and writer for over 40 years and a collector for even longer than that, he's usually typing something somewhere.  Type him back at [email protected]. Filed Under: Sports Memorabilia Business News Tagged With: 1954 Red Heart, autographed Mickey Mantle cards, E106, Robert Edward Auctions, Stahl-Meyer"
Sports Collectors Daily,3 Crazy NFL Plays from Week 9 Captured on Football Cards,https://www.sportscollectorsdaily.com/saquon-barkley-backwards-hurdle-football-card/,"Fri, 08 Nov 2024 01:20:22 +0000",Those crazy NFL plays we watched last week have now been immortalized on football cards.,"November 7, 2024 By Rich Mueller  Week 9 in the NFL had enough otherworldly athletic moves to last a month.  Now, some of them have become football cards. There was Saquon Barkley’s backwards hurdle after a terrific spin move… Saquon Barkley with a backwards hurdle…other-worldly. Never seen this in my life!! Wow pic.twitter.com/Zq6EkoQhSj — Chase Daniel (@ChaseDaniel) November 3, 2024 
Panini has released a card of the memorable moment through its Instant brand.
 He wasn’t the first to do it on the field, but Amon-Ra St. Brown may have become the first athlete to appear on a football card doing a headstand. Here’s his touchdown catch and, very brief, celebratory headstand against the Packers on Sunday… Amon-Ra St. Brown’s TD on 4th down, backs up his pregame fit and he hits the headstand celly. 👏👏pic.twitter.com/6eiuVIx9g9 — Fantasy Life (@MBFantasyLife) November 3, 2024  Panini Instant captured the moment thanks to an alert photographer who captured it at just the right time.  And don’t forget, it all started last Thursday night with this one-handed grab by Garrett Wilson… CATCH OF THE YEAR CANDIDATE FROM GARRETT WILSON 🔥 🎥 @nyjets pic.twitter.com/A3efxJMIiF — The Athletic (@TheAthletic) November 1, 2024  That one became a football card that looks like this…  You can pick them up here for $7-$10 each. Rich is the editor and founder of Sports Collectors Daily.  A broadcaster and writer for over 40 years and a collector for even longer than that, he's usually typing something somewhere.  Type him back at [email protected]. Filed Under: Modern Sports Card News Tagged With: 2024 NFL season, Amon-Ra St. Brown, Garrett Wilson, Panini Instant, Saquon Barkley"
Sports Collectors Daily,"Hall of Fame Bats, Jordan Trunks, Signed MJ Star Card Headline SCP Auctions Fall Sale",https://www.sportscollectorsdaily.com/hall-of-fame-bats-jordan-trunks-signed-mj-star-card-headline-scp-auctions-fall-sale/,"Thu, 07 Nov 2024 01:40:44 +0000","A look inside the hobby's latest major catalog auction, which includes game-used items from some sports legends.","November 6, 2024 By Rich Mueller  Bats once swung by a trio of baseball icons, a pair of shorts worn by Michael Jordan in the ‘Last Dance’ NBA Finals of 1998 and a signed example of Jordan’s rookie year NBA trading card kicked off SCP Auctions’ 2024 Fall Premier sale on Wednesday. As we reported last week, Willie Mays’ 660th and final career home run bat is making its auction debut.  The bat has been photomatched by PSA/DNA and carries a PSA/DNA GU 10 rating. Jim Beauchamp, Mays’ teammate with the New York Mets, lent Mays one of his Adirondack bats when he stepped to the plate on August 17, 1973. The story goes that Mays was tired and wanted to try out Beauchamp’s lighter bat. Mays proceeded to use the borrowed bat to hit what turned out to be his last big league dinger off Cincinnati’s Don Gullett.  The sale also includes some other landmark game-used lumber. A 1951 Ted Williams H&B bat graded PSA/DNA GU 10, a 1965-68 Roberto Clemente H&B bat graded PSA/DNA GU 9.5, and a 1967-68 Mays H&B bat graded PSA/DNA GU 10 will be among the featured lots as well as a1940’s Ty Cobb Signed H&B Pro Model bat Inscribed to the biological Mother of Babe Ruth’s daughter.    White trunks worn by Jordan during all three Chicago Bulls home games in the 1998 Finals are expected to draw interest from hard core basketball collectors. The shorts are the last pair Jordan ever wore as a member of the Bulls and have been conclusively photomatched to all three games by both MeiGray and Sports Investors Authentication.  Two LeBron James game worn Lakers jerseys are up for grabs. One dats to a triple-double in a victory over the Spurs in November 2019. The other is from ring night on December 22, 2020. Aaron Judge’s 2017 Opening Day jersey from his Rookie of the Year season and a Stephen Curry jersey from his scoring champion 2020-21 season are also among the game worn lots. A trio of Olympic medals won by USA swimmer Steve Genter during the 1972 Munich Olympics are also in the catalog. Genter had a collapsed lung a week before his first competition at the Olympics but battled on to win a gold medal in the 4×200 meter relay, a silver medal in the 200 meter, and a bronze medal in the 400 meter. There is championship jewelry, too, including a 2006 Miami Heat NBA championship ring, a 2012 Baltimore Ravens Super Bowl XLVII ring, and a 2021 Los Angeles Rams Super Bowl LVI ring.    The auction contains some significant vintage and modern trading cards as well. An autographed copy of the 1984-85 Star Co. Jordan graded BGS NM-MT+ 8.5, a PSA 8 1933 Goudey #144 Babe Ruth, a PSA 8 T206 Cy Young Portrait and a 1915 Cracker Jack Ty Cobb graded PSA Mint 9 (OC) are among the top lots.   Additional Auction Highlights The auction runs through Nov. 23 at SCPAuctions.com. Rich is the editor and founder of Sports Collectors Daily.  A broadcaster and writer for over 40 years and a collector for even longer than that, he's usually typing something somewhere.  Type him back at [email protected]. Filed Under: Sports Memorabilia News Tagged With: Aaron Judge jersey, Michael Jordan trunks, Roberto Clemente bat, scp auctions, Steve Genter, Ted Williams bat, The Last Dance"
www.espn.com - TOP,"After famously trading away draft picks, the Rams have a new core full of them",https://www.espn.com/nfl/story/_/id/42310268/rams-jalen-ramsey-trade-first-domino-team-philosophy-change,"Mon, 11 Nov 2024 17:52:38 EST","When the Rams traded Jalen Ramsey to Miami in 2023, it was the first domino in Los Angeles' roster-building evolution.",Failed to fetch content
www.espn.com - TOP,"'This process is hard, bro': Why Tyreek Hill is having his worst season since 2016",https://www.espn.com/nfl/story/_/id/42315741/miami-dolphins-tyreek-hill-worst-season-2016,"Mon, 11 Nov 2024 17:52:38 EST","Hill is on pace for his first sub-1,000 yard campaign since 2019. But there is a silver lining.",Failed to fetch content
www.espn.com - TOP,"Badgers' Del Rio to resign after crash, OWI arrest",https://www.espn.com/college-football/story/_/id/42329430/wisconsin-adviser-jack-del-rio-arrested-owi-crash,"Mon, 11 Nov 2024 17:59:23 EST","Jack Del Rio, the senior adviser to Wisconsin football coach Luke Fickell, will resign after he was arrested and cited for operating a vehicle while intoxicated.",Failed to fetch content
www.espn.com - TOP,"Ole Miss fined $350K, LSU $250K for fan conduct",https://www.espn.com/college-football/story/_/id/42334280/sec-fines-ole-miss-350k-lsu-250k-fan-incidents,"Mon, 11 Nov 2024 17:59:23 EST","The SEC has fined Ole Miss $350,000 after fans stormed the field against Georgia on Saturday and LSU $250,000 after fans threw bottles and other debris on the field against Alabama.",Failed to fetch content
www.espn.com - TOP,Browns' Wills: 'Business decision' to sit backfired,https://www.espn.com/nfl/story/_/id/42333203/browns-jedrick-wills-jr-calls-recent-benching-pretty-shocking,"Mon, 11 Nov 2024 17:59:23 EST","Browns left tackle Jedrick Wills Jr.'s ""business decision"" to sit out a recent game with a knee injury might have backfired and led to his benching in favor of Dawand Jones.",Failed to fetch content
www.espn.com - TOP,Seahawks shake-up: Leading tackler Dodson cut,https://www.espn.com/nfl/story/_/id/42332829/seahawks-waive-leading-tackler-tyrel-dodson,"Mon, 11 Nov 2024 17:59:23 EST","The Seahawks waived starting inside linebacker Tyrel Dodson, who leads the team with 71 tackles, on Monday.",Failed to fetch content
www.espn.com - TOP,Parsons: McCarthy options 'above my pay grade',https://www.espn.com/nfl/story/_/id/42327757/micah-parsons-feels-bad-zack-martin-cowboys-veterans,"Mon, 11 Nov 2024 17:59:23 EST","Micah Parsons said any decision about Mike McCarthy's future is ""above my pay grade"" and said he feels bad for Cowboys veterans ""who put in more time ... than [McCarthy] ever did.""",Failed to fetch content
www.espn.com - TOP,Smart: Pope celebrating with Rebels 'just stupid',https://www.espn.com/college-football/story/_/id/42331101/georgia-kirby-smart-jake-pope-celebrating-ole-miss-just-stupid,"Mon, 11 Nov 2024 17:59:23 EST","Georgia coach Kirby Smart called backup safety Jake Pope's actions ""just stupid"" after the player was caught seemingly celebrating with Ole Miss fans on the field in the wake of the Rebels' 28-10 victory over the Bulldogs on Saturday.",Failed to fetch content
www.espn.com - TOP,Police: Franco arrested in D.R. after altercation,https://www.espn.com/mlb/story/_/id/42327699/police-wander-franco-arrested-dr-altercation,"Mon, 11 Nov 2024 17:59:23 EST",Tampa Bay Rays shortstop Wander Franco was arrested Sunday in the Dominican Republic after what police said was an altercation in the parking lot of an apartment complex in which guns were drawn.,Failed to fetch content
www.espn.com - TOP,"Jayhawks still No. 1; Gonzaga, Auburn into top 5",https://www.espn.com/mens-college-basketball/story/_/id/42330200/kansas-no-1-ap-top-25-gonzaga-auburn-top-5,"Mon, 11 Nov 2024 17:59:23 EST","Kansas received 44 of 62 first-place votes to remain No. 1 in the AP Top 25 men's college basketball poll, while Gonzaga and Auburn rose into the top five.",Failed to fetch content
www.espn.com - TOP,'There's disbelief about him because he's just that good': Inside Cooper Flagg's improbable rise,https://www.espn.com/nba/story/_/id/42271118/the-tiny-town-legendary-1980s-nba-boston-celtics-team-built-cooper-flagg,"Mon, 11 Nov 2024 14:42:06 EST","From grade school, Flagg has faced test after test -- all designed to define his ceiling. He has passed them all, fueled by lessons from one of the greatest teams in NBA history.",Failed to fetch content
www.espn.com - TOP,AP women's college basketball poll reaction: What's next for each Top 25 team?,https://www.espn.com/womens-college-basketball/story/_/id/42312963/ap-women-college-basketball-poll-reaction-next-top-25-team,"Mon, 11 Nov 2024 18:53:58 EST",The new AP Top 25 poll is out for women's college basketball. Here's what's ahead for every team in the rankings.,Failed to fetch content
www.espn.com - TOP,Pete Rose's posthumous Baseball Hall of Fame argument,https://www.espn.com/mlb/story/_/id/42319571/mlb-baseball-pete-rose-died-hall-fame-betting-gambling,"Mon, 11 Nov 2024 14:25:50 EST","MLB legend Pete Rose's exceptionalism, even in death, never shook off the ills of his past.",Failed to fetch content
www.espn.com - TOP,What are Jerry Jones' criteria to decide Mike McCarthy's future with Cowboys?,https://www.espn.com/nfl/story/_/id/42318764/nfl-dallas-cowboys-jerry-jones-mike-mccartthy-hot-seat,"Mon, 11 Nov 2024 12:06:23 EST","McCarthy is in the last year of his contract, so what does Jones need to see to bring him back?",Failed to fetch content
www.espn.com - TOP,What we learned in NFL Week 10: Answering the big questions from each game,https://www.espn.com/nfl/story/_/id/42248842/nfl-week-10-2024-questions-takeaways-lessons-stats-recap-every-game,"Mon, 11 Nov 2024 14:18:18 EST","Our NFL Nation reporters react to all the action, answering lingering questions and detailing everything else you need to know for every team.",Failed to fetch content
www.espn.com - TOP,No one knows Jones-Miocic like Daniel Cormier,https://www.espn.com/mma/story/_/id/42307556/ufc-309-daniel-cormier-breaks-jon-jones-vs-stipe-miocic-heavyweight-title-fight,"Mon, 11 Nov 2024 18:18:25 EST","Ahead of UFC 309, DC shares his experience with both fighters, and how each could find victory.",Failed to fetch content
www.espn.com - TOP,Pending roster limits pose uncertainty for college athletes,https://www.espn.com/college-sports/story/_/id/42273737/college-athletes-face-national-signing-day-amid-uncertainty-new-roster-limits,"Mon, 11 Nov 2024 18:17:55 EST",Part of the pending NCAA agreement would set new roster sizes in every Division I NCAA-sponsored sport.,Failed to fetch content
www.espn.com - TOP,"Man City's slump, Real Madrid lose Militao, Chelsea-Arsenal fallout, more",https://www.espn.com/soccer/story/_/id/42323800/manchester-city-pep-guardiola-slump-real-madrid-eder-militao-chelsea-arsenal-liverpool-marcotti,"Mon, 11 Nov 2024 17:55:48 EST","Man City's fourth straight loss shows the reality that they're not close to where they need to be. PLUS: Real Madrid suffer another critical injury, why Chelsea will be happier than Arsenal, and much more.",Failed to fetch content
www.espn.com - TOP,VAR Review: Should Bailey have been sent off?,https://www.espn.com/soccer/story/_/id/42264501/the-var-review-bailey-red-card-mohamed-salah-wolves-get-lucky,"Mon, 11 Nov 2024 17:55:49 EST",Should Aston Villa have been reduced to 10 men against Liverpool?,Failed to fetch content
www.espn.com - TOP,Van Nistelrooy leaves Man Utd after Amorim arrival,https://www.espn.com/soccer/story/_/id/42329281/ruud-van-nistelrooy-leaves-man-united-ruben-amorim-arrival,"Mon, 11 Nov 2024 17:35:40 EST",Manchester United have announced that interim boss Ruud van Nistelrooy has left the club after the arrival of permanent head coach Ruben Amorim on Monday.,Failed to fetch content
www.espn.com - TOP,Prem ref Coote suspended over Klopp outburst,https://www.espn.com/soccer/story/_/id/42327274/premier-league-ref-david-coote-suspended-jurgen-klopp-outburst,"Mon, 11 Nov 2024 17:35:40 EST",Premier League referee David Coote has been suspended pending a full investigation after a video was circulated on social media that appeared to show him making disparaging remarks about Liverpool and their former manager Jürgen Klopp.,Failed to fetch content
www.espn.com - TOP,"Saka, Palmer among 8 to pull out of England squad",https://www.espn.com/soccer/story/_/id/42331160/saka-palmer-8-players-pull-england-squad,"Mon, 11 Nov 2024 17:35:40 EST",Bukayo Saka and Cole Palmer are among eight players to have pulled out of the England squad with injuries for their UEFA Nations League fixtures this month.,Failed to fetch content
www.espn.com - TOP,Rúben Dias after Man City slump: 'Please doubt us',https://www.espn.com/soccer/story/_/id/42329599/man-city-ruben-dias-goads-doubters-4-game-slump,"Mon, 11 Nov 2024 17:35:40 EST","Manchester City defender Rúben Dias has implored anyone daring enough to write off his side's chances at winning the Premier League title this season to do so, saying it only adds to their motivation.",Failed to fetch content
www.espn.com - TOP,"Amorim: I'm not 'naive,' Man Utd job will be 'difficult'",https://www.espn.com/soccer/story/_/id/42322336/ruben-amorim-im-not-naive-man-united-job-difficult,"Mon, 11 Nov 2024 17:35:40 EST",Rúben Amorim said he is under no illusions about the difficulty of the task he faces when he takes over at Old Trafford.,Failed to fetch content
www.espn.com - TOP,Messi: Miami will 'come back stronger next year',https://www.espn.com/soccer/story/_/id/42328732/lionel-messi-inter-miami-come-back-stronger-next-year,"Mon, 11 Nov 2024 17:35:40 EST","Lionel Messi vowed to ""come back stronger"" in 2025, following Inter Miami's elimination for the 2024 Major League Soccer playoffs on Saturday night at Chase Stadium.",Failed to fetch content
www.espn.com - TOP,"Lily Yohannes, 17, picks USWNT over Netherlands",https://www.espn.com/soccer/story/_/id/42328615/lily-yohannes-opts-represent-united-states-netherlands,"Mon, 11 Nov 2024 17:35:40 EST","Ajax starlet Lily Yohannes has officially opted to represent the United States women's national team, the 17-year-old announced in a social media post on Monday.",Failed to fetch content
www.espn.com - TOP,Ex-Turkish club boss jailed for punching referee,https://www.espn.com/soccer/story/_/id/42324034/former-turkish-club-chief-imprisoned-punching-referee,"Mon, 11 Nov 2024 16:40:57 EST",A Turkish court sentenced a former top-flight football club executive to more than three and a half years in prison on Monday for attacking a referee,Failed to fetch content
www.espn.com - TOP,"MLS Cup playoffs: Round 1 sees LAFC, Galaxy emerge as favorites",https://www.espn.com/soccer/story/_/id/42328169/mls-cup-playoffs-round-one-sees-lafc-la-galaxy-emerge-favorites-inter-miami-eliminated,"Mon, 11 Nov 2024 12:10:53 EST","Inter Miami's elimination wasn't the only shock of Round One, so ESPN unpacks the highs and lows of the wild beginnings of the 2024 MLS Cup playoffs.",Failed to fetch content
www.espn.com - TOP,Where does Miami's 2024 rank among best all-time MLS seasons?,https://www.espn.com/soccer/story/_/id/42327290/where-inter-miamis-2024-ranks-mls-best-seasons-all,"Mon, 11 Nov 2024 12:15:00 EST","Despite Messi and Miami's stellar season, they suffered a shock exit in the first round of the playoffs.",Failed to fetch content
www.espn.com - TOP,"Forget the stars, it's NJ/NY Gotham FC's depth that is so key",https://www.espn.com/soccer/story/_/id/42313725/forget-stars-njny-gotham-fcs-depth-key,"Mon, 11 Nov 2024 18:56:04 EST","Rose Lavelle may have scored the dramatic winner, but Gotham's victory was propelled by their lesser lights.",Failed to fetch content
www.espn.com - TOP,Trout vs. Harper in October? No Astros title in 2017? What if every World Series was between No. 1 seeds?,https://www.espn.com/mlb/story/_/id/42269240/world-series-alternate-history-no-1-seeds-2012-2024,"Mon, 11 Nov 2024 17:55:36 EST",The 2024 Fall Classic featured the teams with each league's best record. It doesn't happen often -- but what if it ALWAYS did?,Failed to fetch content
www.espn.com - TOP,Waiver wire: Look to the Chargers to help improve your team,https://www.espn.com/fantasy/football/story/_/page/FFWaiverWirePickUp-41134281/nfl-fantasy-football-free-agent-pickups-waiver-wire-2024-week-11,"Mon, 11 Nov 2024 15:41:46 EST","Highlighting the players fantasy managers should consider adding off the waiver wire for Week 11, including a trio of Los Angeles Chargers.",Failed to fetch content
www.espn.com - TOP,"Rookie watch: Bo Nix, Bucky Irving and Marvin Harrison Jr. deliver",https://www.espn.com/fantasy/football/story/_/id/42316490/fantasy-football-2024-week-10-rookies-bo-nix-bucky-irving-marvin-harrison-jr-tyrone-tracy-jr,"Mon, 11 Nov 2024 15:42:01 EST",Eric Moody looks at how all the rookies performed during Week 10 of the NFL season.,Failed to fetch content
www.espn.com - TOP,Steelers poking fun at Commanders' towels tops NFL Week 10 trolls,https://www.espn.com/nfl/story/_/id/42313907/nfl-week-10-trolls,"Mon, 11 Nov 2024 18:54:57 EST","Close matchups from around the NFL prompted petty posts, including multiple from the Buffalo Bills.",Failed to fetch content
www.espn.com - TOP,Shaboozey to headline Thanksgiving halftime show for Bears-Lions,https://www.espn.com/nfl/story/_/id/42312433/detroit-lions-shaboozey-thanksgiving-half-show,"Mon, 11 Nov 2024 18:54:57 EST",Shaboozey has been announced as the halftime performer for the Detroit Lions vs Chicago Bears Thanksgiving game.,Failed to fetch content
www.espn.com - TOP,"Forget the playoff format, Logano is a three-time NASCAR champ",https://www.espn.com/racing/nascar/story/_/id/42331236/forget-playoff-format-joey-logano-three-nascar-champ,"Mon, 11 Nov 2024 18:56:15 EST","NASCAR might not crown its champions the same way it once did, but that doesn't matter: Joey Logano is -- legitimately -- a three-time champion.",Failed to fetch content
www.espn.com - TOP,Betting buzz: Chiefs deliver for live bettors with blocked field goal,https://www.espn.com/espn/betting/story/_/id/40159558/betting-buzz-latest-sports-betting-odds-updates-changes-line-moves-industry-intel,"Mon, 11 Nov 2024 13:11:46 EST",A blocked field goal led to a memorable swing for Kansas City Chiefs bettors in one of the most exciting games of NFL Week 10.,Failed to fetch content
www.espn.com - TOP,First bets: Early picks for NFL Week 11,https://www.espn.com/espn/betting/story/_/id/42328819/2024-nfl-week-11-betting-first-look-odds-lines-picks,"Mon, 11 Nov 2024 13:11:47 EST",What are the lines we're looking at before movement later in the week?,Failed to fetch content
www.espn.com - TOP,"Transfer rumors, news: Could Zirkzee leave Man United already?",https://www.espn.com/soccer/story/_/id/42315362/soccer-transfer-rumors-news-joshua-zirkzee-leave-manchester-united-already,"Sun, 10 Nov 2024 20:49:34 EST","Having scored just once in 11 appearances, could Joshua Zirkzee's time at Man United already be up? Transfer Talk has the latest news, gossip and rumors.",Failed to fetch content
"Deadspin > Sports News Without Fear, Favor or Compromise","No. 1 Kansas, Michigan State center stage at Champions Classic",https://deadspin.com/no-1-kansas-michigan-state-center-stage-at-champions-classic/,2024-11-11T14:57:49.396Z,The 14th annual Champions Classic in Atlanta on Tuesday brings the early college basketball spotlight with a headlining doubleheader featuring No. 1 K,"The 14th annual Champions Classic in Atlanta on Tuesday brings the early college basketball spotlight with a headlining doubleheader featuring No. 1 Kansas and unranked Michigan State.  The event, which also features No. 7 Duke and No. 23 Kentucky, is in Atlanta for the first time since 2012, when it was held at the Georgia Dome. The 2024 edition features the nation's top team, but its nothing new for the Jayhawks and Spartans to seek out early measuring sticks. Kansas (2-0) breezed past Howard 87-57 on Nov. 4 in its season opener before fending off No. 9 North Carolina 92-89 on Friday. The Jayhawks saw their 20-point, first-half lead disappear at home against the Tar Heels but scored the game's final five points for their first marquee win of the season. South Dakota State transfer guard Zeke Mayo led Kansas with 21 points off the bench, while fifth-year senior Hunter Dickinson recorded 20 points and 10 rebounds. Mayo, a Lawrence, Kan., native and last season's Summit League Player of the Year, leads his new team with an average of 20 points per game. ""(Zeke) met the opportunity with flying colors,"" Kansas coach Bill Self said of his performance on Friday. ""He was fantastic. He made a couple of plays off the bounce that were just fantastic. He was great, and we needed everything he gave us."" Alongside Mayo, Dickinson -- the Big 12 Preseason Player of the Year -- and KJ Adams Jr. return to the Jayhawks, averaging 18 and 10.5 points per game, respectively. Kansas is 8-5 all-time in the Champions Classic, including 2-2 against the Spartans.  The teams most recently met in the event in 2021, with Kansas winning 87-74. Even though his team is favored in Tuesday's game, Self knows not to underestimate a Tom Izzo-coached team. ""Playing Tom's teams is different because he runs more sets than anybody in the country,"" Self said. ""Getting your guys prepared for what they do, it'll be a multi-day scout."" The Spartans (2-0) have blown out two outmatched opponents this season, beating Monmouth 81-57 and Niagara 96-60. Michigan State's top two scorers are both returnees in Jaden Akins -- who is averaging 16.5 points a game -- and Jaxon Kohler (12.5).  Kohler had 20 points and 13 rebounds against Niagara in a lopsided victory, but Izzo knows Tuesday will be a different story. ""We were able to get the ball inside and outside; we had 52 points in the paint,"" Izzo said. ""I don't think that's going to happen on Tuesday night, but it's all about setting the tempo. What we've been doing well is what we've got to continue to do. I think we have some versatility inside and out, and I like the way we've moved the ball."" Michigan State is 5-8 in the Champions Classic, which began in 2011. After upsetting No. 4 Kentucky in the 2022 event in double overtime, 86-77 in Indianapolis, the Spartans fell to No. 9 Duke 74-65 last year in Chicago. --Field Level Media Copyright 2024"
"Deadspin > Sports News Without Fear, Favor or Compromise","Week 10 MNF: Dolphins-Rams Preview, Props & Prediction",https://deadspin.com/week-10-mnf-dolphins-rams-preview-props--prediction/,2024-11-11T14:42:13.818Z,"Week 10 in the NFL wraps up on Monday night with the Rams rolling out the red carpet for the Miami Dolphins. ,Although the Dolphins are 2-6 with three","Week 10 in the NFL wraps up on Monday night with the Rams rolling out the red carpet for the Miami Dolphins.  Although the Dolphins are 2-6 with three consecutive losses, Miami is far more competitive than the record indicates since starting quarterback Tua Tagovailoa returned from a four-game hiatus on injured reserve with a concussion. Miami narrowly lost twice since Tagovailoa stepped back into the start job. The Dolphins dropped a one-point decision to Arizona and were also beaten by Buffalo by a field goal margin. As for the Rams (4-4), they'll look to keep their playoff hopes alive by extending their winning streak to four games and keeping their noses up with the rest of the pack in the NFC West. Given both teams' firepower on offense when healthy, this matchup looks tailor-made to produce a high-scoring affair.  --Dolphins' offense energized with Tagovailoa's return  The Dolphins scored 27 points in back-to-back games with Tagovailoa returning to rescue a group putting up less than two touchdowns per game without him. His presence alone tends to have a calming effect on the offense based on his accuracy and ability to put the ball exactly where he wants it to go. Tagovailoa completed 69.3 percent of his passes last season and is up to 72.7 percent this season. The Dolphins are more likely to remain on schedule with Tagovailoa, who has the fifth-highest success rate among quarterbacks with a minimum of 140 plays. When you're picking up the necessary yardage on early downs, you'll have more flexibility with your playcalling. In their last two games, the Dolphins converted 65.2 percent of their third-down opportunities and 6-for-8 in touchdown conversions inside the red zone. While the offense can sometimes resemble a slow grind, the Dolphins' efficiency under Tagovailoa makes them a real threat to opposing defenses. We're eyeing the over on Tagovailoa completions -- set at 21.5 at DraftKings, ESPN Bet and FanDuel -- given his high-percentage horizontal route connections with wide receivers Tyreek Hill and Jaylen Waddle and the additional threat of running back De'Von Achane. Tagovailoa was 25 of 28 (89.3 percent) at Buffalo last week and 28 of 38 in his first game back from IR.  --Pass defense a mutual concern Los Angeles had its share of injury woes, with wide receivers Cooper Kupp and Puka Nacua combining to miss seven games. Both players are now back with the team to significantly boost the Rams offense. The passing game is vital for the Rams because they struggle to run the ball, ranking 31st in yards per carry (3.8). As a result, it's no surprise that Los Angeles has the ninth-highest pass play rate at 58.68 percent. Rams quarterback Matthew Stafford should be eager for his chance to face this Dolphins defense. According to the FTN Fantasy Defense-adjusted Value Over Average (DVOA) metric, Miami ranks 27th against the pass. However, the Rams' pass defense is only one spot better.  Pro Football Focus offers a similar view. It has the Dolphins 26th in pass coverage while grading the Rams as the third worst in this category. Hence, we play the points. This total opened at 47.5 and was bet up as high as 49.5 before we began to see a little bit of buyback. It's now settling at 49 at most sportsbooks. As of Monday morning, 48.5 was still available at FanDuel. In a perfect scenario -- or close to perfect health for both teams -- this number would probably be closer to 52.  Do not pass: take the value and run with it.  Best bet: over 48.5 points (-115 at FanDuel) --Michael Nwaneri, Field Level Media Copyright 2024"
