team_or_player,source,publication_date,content,trust_score,classification,link
LeBron and Bronny James make history as first father-son duo to play together in the NBA | Speak,FOX Sports Digital,2024-10-24,"Paul Pierce, Keyshawn Johnson and Joy Taylor share their thoughts on LeBron and Bronny James making history as first father-son duo to play in the NBA.",0.0,unknown,https://www.foxsports.com/watch/fmc-aubkt15rtsl0qqhn
"Lakers win season opener vs. T-Wolves, What did opening night tell you? | Speak",FOX Sports Digital,2024-10-24,"The Los Angeles Lakers win in season opener. Anthony Davis finished with 36 points and 16 rebounds. Paul Pierce shares his thoughts - ""You have to play through Anthony Davis. He's your best player on both sides of the court.""",0.0,unknown,https://www.foxsports.com/watch/fmc-h2ad38i9gxjqhcsb
Can Jayson Tatum win MVP and lead the Celtics to a championship? | Speak,FOX Sports Digital,2024-10-23,"Paul Pierce dives into the MVP conversation, asserting that many MVP winners rarely secure a championship in the same year. Despite this, he acknowledges Jayson Tatum's elite status, calling him an MVP-caliber player and possibly the best American-born talent in the NBA today.",0.0,unknown,https://www.foxsports.com/watch/fmc-ye5fw1bhx5pf2zh5
Most 3-Pointers in an NBA Game: Single game records by team and player,FOX Sports Digital,2024-10-23,Check out this article for a complete list of teams who have made the most 3-pointers in a single NBA game.,0.0,unknown,https://www.foxsports.com/stories/nba/most-3-pointers-nba-game
"Colin's Bold NBA predictions: Lakers miss playoffs, Giannis asks for trade, Luka scores 80 | The Herd",FOX Sports Digital,2024-10-23,"Colin Cowherd shares his NBA predictions for the 2024-25 season, including the Los Angeles Lakers missing the playoffs, Luka Dončić scoring 80 points in one game and Giannis Antetokounmpo requesting a trade from the Milwaukee Bucks.",0.0,unknown,https://www.foxsports.com/watch/fmc-jeplxzknlnyrtzhr
"After Tom Brady Signing Fiasco in Miami, Collectors Still Looking for Answers",Sports Collectors Daily,2024-11-11,"Collectors who thought they could get a nice Tom Brady autograph on some valuable game-worn items and Super Bowl tickets are still frustrated, months after getting barely a scribble from the seven-time Super Bowl champ.",0.0,unknown,https://www.sportscollectorsdaily.com/after-tom-brady-signing-fiasco-in-miami-collectors-still-looking-for-answers/
Bobby Orr Jersey Given to Young Fan 50 Years Ago Headlines Classic Auctions Sale,Sports Collectors Daily,2024-11-11,"A gift to the nephew of a new teammate, a game-worn Bobby Orr jersey joins items from the careers of Phil Esposito, Mats Naslund, Carey Price and other NHL stars at Classic Auctions.  A handful of graded Wayne Gretzky O-Pee-Chee rookie cards and vintage rarities are also part of the company's final auction of 2024.",0.0,unknown,https://www.sportscollectorsdaily.com/bobby-orr-jersey-given-to-young-fan-50-years-ago-headlines-classic-auctions-sale/
1 of Few Surviving 1919 World Series Rings Consigned to Auction,Sports Collectors Daily,2024-11-10,One of only a few known rings from the Reds-Black Sox World Series of 1919 is making its auction debut after consignment by the family of the Reds' shortstop.,0.0,unknown,https://www.sportscollectorsdaily.com/1-of-few-surviving-1919-world-series-rings-consigned-to-auction/
Veterans Day: Honoring Athletes Who Served,Sports Collectors Daily,2024-11-10,"A look at a few athletes who put country, duty and honor ahead of sports and the cards we remember them by.",0.0,unknown,https://www.sportscollectorsdaily.com/veterans-day-honoring-athletes-who-served/
1974 WHA Canada-Soviet Summit Series Celebrates 50th Anniversary,Sports Collectors Daily,2024-11-08,"Bobby Hull, Gordie Howe and others reflect on the 1974 WHA Canada-Soviet series as the ""Forgotten Series"" marks its 50th anniversary.",0.0,unknown,https://www.sportscollectorsdaily.com/1974-wha-canada-soviet-summit-series-celebrates-50th-anniversary/
Notes:  Imanaga Debut Patch; Big 1-1 Pulls,Sports Collectors Daily,2024-11-08,A peek at one of this year's MLB Debut jersey patches... big Lamal and Clark 1/1s are pulled.....and some Celtics warmup shirts with a really old school logo are up for auction.,0.0,unknown,https://www.sportscollectorsdaily.com/notes-imanaga-debut-patch-big-1-1-pulls-st-browns-headstand-on-a-card/
"Mantle, Ruth, Modern Stars Share Spotlight in REA Encore Sale",Sports Collectors Daily,2024-11-08,"Over 3,200 items are on the auction block at Robert Edward Auctions this month, including vintage greats and current era superstars.",0.0,unknown,https://www.sportscollectorsdaily.com/robert-edward-auctions-november-2024-encore-auction/
3 Crazy NFL Plays from Week 9 Captured on Football Cards,Sports Collectors Daily,2024-11-08,Those crazy NFL plays we watched last week have now been immortalized on football cards.,0.0,unknown,https://www.sportscollectorsdaily.com/saquon-barkley-backwards-hurdle-football-card/
"Hall of Fame Bats, Jordan Trunks, Signed MJ Star Card Headline SCP Auctions Fall Sale",Sports Collectors Daily,2024-11-07,"A look inside the hobby's latest major catalog auction, which includes game-used items from some sports legends.",0.0,unknown,https://www.sportscollectorsdaily.com/hall-of-fame-bats-jordan-trunks-signed-mj-star-card-headline-scp-auctions-fall-sale/
$3.72 Million 1979-80 O-Pee-Chee Hockey Case Went Unpaid; Will Return to Auction,Sports Collectors Daily,2024-11-06,The Ontario real estate agent who bid and won the full case of 1979-80 O-Pee-Chee hockey boxes last winter bailed and now the one-of-a-kind case is going back on the auction block.,0.0,unknown,https://www.sportscollectorsdaily.com/3-72-million-1979-80-o-pee-chee-hockey-case-went-unpaid-will-return-to-auction/
What we learned in NFL Week 10: Answering the big questions from each game,www.espn.com - TOP,2024-11-11,"Our NFL Nation reporters react to all the action, answering lingering questions and detailing everything else you need to know for every team.",0.0,unknown,https://www.espn.com/nfl/story/_/id/42248842/nfl-week-10-2024-questions-takeaways-lessons-stats-recap-every-game
Parsons: McCarthy options 'above my pay grade',www.espn.com - TOP,2024-11-11,"Micah Parsons said any decision about Mike McCarthy's future is ""above my pay grade,"" and he feels bad for Cowboys veterans ""who put in more time ... than [McCarthy] ever did.""",0.0,unknown,https://www.espn.com/nfl/story/_/id/42327757/micah-parsons-feels-bad-zack-martin-cowboys-veterans
Bates' kick caps Lions' rally in 'surreal' moment,www.espn.com - TOP,2024-11-11,"Detroit kicker Jake Bates authored a 52-yard, walk-off field goal Sunday night, helping the Lions overcome a 16-point deficit in their dramatic 26-23 victory over the Houston Texans, a win that gave his club an 8-1 record for the first time since 1954.",0.0,unknown,https://www.espn.com/nfl/story/_/id/42321516/jake-bates-kicks-winner-detroit-lions-improve-8-1
OKC's Holmgren has pelvic fracture after hard fall,www.espn.com - TOP,2024-11-11,The Thunder detailed Chet Holmgren's injury as a right iliac wing fracture and said an update on his status will be provided in eight to 10 weeks.,0.0,unknown,https://www.espn.com/nba/story/_/id/42317818/thunder-chet-holmgren-exits-vs-warriors-hip-injury
Lights out: Lamb calls for curtains after TD drop,www.espn.com - TOP,2024-11-11,"In a 28-point blowout, maybe a second-quarter touchdown would not have mattered much, but once again sunlight was a storyline in a Dallas Cowboys game at AT&amp;T Stadium.",0.0,unknown,https://www.espn.com/soccer/story/_/id/42318478/ceedee-lamb-wants-cowboys-hang-curtains-att-drop
Police: Franco arrested in D.R. after altercation,www.espn.com - TOP,2024-11-11,Tampa Bay Rays shortstop Wander Franco was arrested on Monday in the Dominican Republic after what police said was an altercation on Sunday in the parking lot of an apartment complex in which guns were drawn.,0.0,unknown,https://www.espn.com/mlb/story/_/id/42327699/police-wander-franco-arrested-dr-altercation
C's Brown calls Giannis 'child' after fake gesture,www.espn.com - TOP,2024-11-11,"Celtics guard Jaylen Brown took exception to a fake handshake offered by Giannis Antetokounmpo during Sunday's game, calling the Bucks star ""a child.""",0.0,unknown,https://www.espn.com/nba/story/_/id/42317955/jaylen-brown-miffed-giannis-antetokounmpo-fake-handshake
Stroud shoulders Texans' collapse: This is on me,www.espn.com - TOP,2024-11-11,A frustrated C.J. Stroud placed the blame on himself and the offense for the second-half woes that sunk the Texans in their loss to the Lions on Sunday night.,0.0,unknown,https://www.espn.com/nfl/story/_/id/42322365/cj-stroud-shoulders-blame-texans-collapse-vs-lions
Samuel cites frustration for 49ers sideline dispute,www.espn.com - TOP,2024-11-11,"San Francisco receiver Deebo Samuel said he confronted kicker Jake Moody after his third missed field goal Sunday because he was ""just frustrated in the heat of battle.""",0.0,unknown,https://www.espn.com/nfl/story/_/id/42316208/samuel-frustration-led-confrontation-49ers-k-moody
What are Jerry Jones' criteria to decide Mike McCarthy's future with Cowboys?,www.espn.com - TOP,2024-11-11,"McCarthy is in the last year of his contract, so what does Jones need to see to bring him back?",0.0,unknown,https://www.espn.com/nfl/story/_/id/42318764/nfl-dallas-cowboys-jerry-jones-mike-mccartthy-hot-seat
'There's disbelief about him because he's just that good': Inside Cooper Flagg's improbable rise,www.espn.com - TOP,2024-11-11,"From grade school, Flagg has faced test after test -- all designed to define his ceiling. He has passed them all, fueled by lessons from one of the greatest teams in NBA history.",0.0,unknown,https://www.espn.com/nba/story/_/id/42271118/the-tiny-town-legendary-1980s-nba-boston-celtics-team-built-cooper-flagg
"Colorado's CFP potential, Indiana's 10th win, Ole Miss' dagger: Anything is possible in Week 11",www.espn.com - TOP,2024-11-11,"College football's disruptors -- Deion Sanders, Lane Kiffin and Curt Cignetti -- are changing the game. Things we didn't dream of just a few months ago aren't just possible. They're reality.",0.0,unknown,https://www.espn.com/college-football/story/_/page/gamedayfinal110924/college-football-week-11-highlights-top-plays-games-takeaways-2024
"Power Rankings: Texas jumps to No. 3, Georgia drops 11 spots",www.espn.com - TOP,2024-11-11,Our college football experts break down how each team in our top 25 performed in Week 11.,0.0,unknown,https://www.espn.com/college-football/story/_/id/42270041/2024-college-football-power-rankings-week-11-top-25-teams
"Man City's slump, Real Madrid lose Militao, Chelsea-Arsenal fallout, more",www.espn.com - TOP,2024-11-11,"Man City's fourth straight loss shows the reality that they're not close to where they need to be. PLUS: Real Madrid suffer another critical injury, why Chelsea will be happier than Arsenal, and much more.",0.0,unknown,https://www.espn.com/soccer/story/_/id/42323800/manchester-city-pep-guardiola-slump-real-madrid-eder-militao-chelsea-arsenal-liverpool-marcotti
VAR Review: Should Bailey have been sent off?,www.espn.com - TOP,2024-11-11,Should Aston Villa have been reduced to 10 men against Liverpool?,0.0,unknown,https://www.espn.com/soccer/story/_/id/42264501/the-var-review-bailey-red-card-mohamed-salah-wolves-get-lucky
"After famously trading away draft picks, the Rams have a new core full of them",www.espn.com - TOP,2024-11-11,"When the Rams traded Jalen Ramsey to Miami in 2023, it was the first domino in Los Angeles' roster-building evolution.",0.0,unknown,https://www.espn.com/nfl/story/_/id/42310268/rams-jalen-ramsey-trade-first-domino-team-philosophy-change
"'This process is hard, bro': Why Tyreek Hill is having his worst season since 2016",www.espn.com - TOP,2024-11-11,"Hill is on pace for his first sub-1,000 yard campaign since 2019. But there is a silver lining.",0.0,unknown,https://www.espn.com/nfl/story/_/id/42315741/miami-dolphins-tyreek-hill-worst-season-2016
Pending roster limits pose uncertainty for college athletes,www.espn.com - TOP,2024-11-11,Part of the pending NCAA agreement would set new roster sizes in every Division I NCAA-sponsored sport.,0.0,unknown,https://www.espn.com/college-sports/story/_/id/42273737/college-athletes-face-national-signing-day-amid-uncertainty-new-roster-limits
No one knows Jones-Miocic like Daniel Cormier,www.espn.com - TOP,2024-11-11,"Ahead of UFC 309, DC shares his experience with both fighters, and how each could find victory.",0.0,unknown,https://www.espn.com/mma/story/_/id/42307556/ufc-309-daniel-cormier-breaks-jon-jones-vs-stipe-miocic-heavyweight-title-fight
Trout vs. Harper in October? No Astros title in 2017? What if every World Series was between No. 1 seeds?,www.espn.com - TOP,2024-11-11,The 2024 Fall Classic featured the teams with each league's best record. It doesn't happen often -- but what if it ALWAYS did?,0.0,unknown,https://www.espn.com/mlb/story/_/id/42269240/world-series-alternate-history-no-1-seeds-2012-2024
"Amorim: I'm not 'naive,' Man Utd job will be 'difficult'",www.espn.com - TOP,2024-11-11,Rúben Amorim said he is under no illusions about the difficulty of the task he faces when he takes over at Old Trafford.,0.0,unknown,https://www.espn.com/soccer/story/_/id/42322336/ruben-amorim-im-not-naive-man-united-job-difficult
Ex-Turkish club boss jailed for punching referee,www.espn.com - TOP,2024-11-11,A Turkish court sentenced a former top-flight football club executive to more than three and a half years in prison on Monday for attacking a referee,0.0,unknown,https://www.espn.com/soccer/story/_/id/42324034/former-turkish-club-chief-imprisoned-punching-referee
Israel issues fan warning ahead of France game,www.espn.com - TOP,2024-11-11,"Israel told citizens on Sunday to avoid going to cultural and sports events abroad involving Israelis in the coming week, following attacks last week on Israeli soccer supporters in Amsterdam.",0.0,unknown,https://www.espn.com/espn/story/_/id/42309908/israel-issues-fan-warning-france-game-macron-attend
"Barça's Yamal, Lewandowski injured for int'l break",www.espn.com - TOP,2024-11-11,Barcelona forward Lamine Yamal has withdrawn from Spain's squad for the upcoming international break and is set for up to three weeks out of action with an ankle injury.,0.0,unknown,https://www.espn.com/soccer/story/_/id/42324512/barcelona-lamine-yamal-robert-lewandowski-internationals
"Lavelle, Gotham top Thorns, end Sinclair's career",www.espn.com - TOP,2024-11-11,Rose Lavelle scored in stoppage time and Gotham FC defeated the Portland Thorns 2-1 on Sunday to advance to the semifinals of the National Women's Soccer League playoffs.,0.0,unknown,https://www.espn.com/soccer/story/_/id/42316704/lavelle-gotham-end-sinclair-career-win-thorns
Flick slams 'wrong' VAR decision in Barça loss,www.espn.com - TOP,2024-11-11,"Barcelona coach Hansi Flick criticised the ""wrong decision"" to disallow Robert Lewandowski's goal for offside as his team were beaten 1-0 at Real Sociedad on Sunday in LaLiga.",0.0,unknown,https://www.espn.com/soccer/story/_/id/42314833/barcelona-coach-flick-slams-wrong-var-decision
Amnesty: FIFA must halt Saudi World Cup bid,www.espn.com - TOP,2024-11-11,"FIFA must halt the process to pick Saudi Arabia as hosts of the 2034 World Cup unless major human rights reforms are announced before the vote next month, Amnesty International and the SRA have said.",0.0,unknown,https://www.espn.com/soccer/story/_/id/42323033/fifa-halt-saudi-arabia-world-cup-host-bid-says-amnesty
Ipswich's first win comes in Ed Sheeran kit,www.espn.com - TOP,2024-11-11,"Ipswich Town head coach Kieran McKenna said the team's Ed Sheeran-designed kit ""maybe"" brought his side some good luck against Tottenham on Sunday.",0.0,unknown,https://www.espn.com/soccer/story/_/id/42323801/ipswich-boss-ed-sheeran-kit-maybe-played-part-massive-day
"Disaster strikes, but a photographer's prized Pat Tillman photo negative survives",www.espn.com - TOP,2024-11-07,"Hurricane flooding wiped out photographer Gene Lower's belongings, but a cherished Pat Tillman photo survived.",0.0,unknown,https://www.espn.com/nfl/story/_/id/42213352/tillman-cardinals-afghanistan-rangers-statue
"Fantasy football rookie watch: Bo Nix, Bucky Irving and Marvin Harrison Jr. deliver",www.espn.com - TOP,2024-11-10,Eric Moody looks at how all the rookies performed during Week 10 of the NFL season.,0.0,unknown,https://www.espn.com/fantasy/football/story/_/id/42316490/fantasy-football-2024-week-10-rookies-bo-nix-bucky-irving-marvin-harrison-jr-tyrone-tracy-jr
Joey Logano holds off Blaney for third NASCAR title,www.espn.com - TOP,2024-11-11,"Joey Logano won his third NASCAR championship Sunday, becoming the 10th driver in NASCAR history to win at least three titles.",0.0,unknown,https://www.espn.com/racing/nascar/story/_/id/42316163/joey-logano-wins-third-nascar-cup-series-title
"Forget the stars, it's NJ/NY Gotham FC's depth that is so key",www.espn.com - TOP,2024-11-10,"Rose Lavelle may have scored the dramatic winner, but Gotham's victory was propelled by their lesser lights.",0.0,unknown,https://www.espn.com/soccer/story/_/id/42313725/forget-stars-njny-gotham-fcs-depth-key
Clock ticking for Messi as Miami suffer biggest shock in MLS postseason history,www.espn.com - TOP,2024-11-11,Lionel Messi and Inter Miami are out of the MLS playoffs with all credit to Atlanta United for causing a huge upset.,0.0,unknown,https://www.espn.com/soccer/story/_/id/42303116/lionel-messi-inter-miami-suffer-biggest-shock-mls-postseason-history
Steelers poking fun at Commanders' towels tops NFL Week 10 trolls,www.espn.com - TOP,2024-11-10,"Close matchups from around the NFL prompted petty posts, including multiple from the Buffalo Bills.",0.0,unknown,https://www.espn.com/nfl/story/_/id/42313907/nfl-week-10-trolls
Shaboozey to headline Thanksgiving halftime show for Bears-Lions,www.espn.com - TOP,2024-11-10,Shaboozey has been announced as the halftime performer for the Detroit Lions vs Chicago Bears Thanksgiving game.,0.0,unknown,https://www.espn.com/nfl/story/_/id/42312433/detroit-lions-shaboozey-thanksgiving-half-show
Betting buzz: Chiefs deliver for live bettors with blocked field goal,www.espn.com - TOP,2024-11-10,A blocked field goal led to a memorable swing for Kansas City Chiefs bettors in one of the most exciting games of NFL Week 10.,0.0,unknown,https://www.espn.com/espn/betting/story/_/id/40159558/betting-buzz-latest-sports-betting-odds-updates-changes-line-moves-industry-intel
"Transfer rumors, news: Man Utd plot swoop for Chelsea's Nkunku",www.espn.com - TOP,2024-11-10,"Man Utd have reportedly opened talks with Chelsea over the availability of Christopher Nkunku. Transfer Talk has the latest news, gossip and rumors.",0.0,unknown,https://www.espn.com/soccer/story/_/id/42315362/soccer-transfer-rumors-news-man-utd-plot-swoop-chelseas-nkunku
"No. 1 Kansas, Michigan State center stage at Champions Classic","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,The 14th annual Champions Classic in Atlanta on Tuesday brings the early college basketball spotlight with a headlining doubleheader featuring No. 1 K,0.0,unknown,https://deadspin.com/no-1-kansas-michigan-state-center-stage-at-champions-classic/
"Week 10 MNF: Dolphins-Rams Preview, Props & Prediction","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Week 10 in the NFL wraps up on Monday night with the Rams rolling out the red carpet for the Miami Dolphins. ,Although the Dolphins are 2-6 with three",0.0,unknown,https://deadspin.com/week-10-mnf-dolphins-rams-preview-props--prediction/
Veteran’s Day Salute to Pro Athletes Who Served Their Country,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"On Veteran's Day, we salute the professional athletes who served the United States of America.",0.0,unknown,https://deadspin.com/veterans-day-salute-to-pro-athletes-who-served-their-country/
Philadelphia 76ers Star Joel Embiid Is Incapable of Taking the High Road,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"After serving a suspension for shoving a reporter in the locker room, Joel Embiid is incapable of taking the high road as the Sixers look to make up g",0.0,unknown,https://deadspin.com/philadelphia-76ers-star-joel-embiid-is-incapable-of-taking-the-high-road/
Houston Texans Losing Traction in AFC Race After Sunday Night Football Loss,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"After a loss on Sunday Night Football against the Detroit Lions, the Houston Texans have slipped out of the top seed race in a competitive AFC, headli",0.0,unknown,https://deadspin.com/houston-texans-losing-traction-in-afc-race-after-sunday-night-football-loss/
It’s Jake Paul vs. Mike Tyson Fight Week and I’m Embarrassingly Excited About It,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Jake Paul fights Mike Tyson on Friday November 15th on Netflix, and this fight is highly anticipated because of the unique nature of the matchup.",0.0,unknown,https://deadspin.com/its-jake-paul-vs-mike-tyson-fight-week-and-im-embarrassingly-excited-about-it/
Thunder's Chet Holmgren (pelvic fracture) out at least 8-10 weeks,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Oklahoma City Thunder center/forward Chet Holmgren will be sidelined at least eight to 10 weeks after sustaining a pelvic fracture during Sunday's 127,0.0,unknown,https://deadspin.com/thunders-chet-holmgren-pelvic-fracture-out-at-least-8-10-weeks/
"Without Chet Holmgren, Thunder look to topple Clippers","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"The Los Angeles Clippers have been without one of their stars all season.,The Oklahoma City Thunder will have to adjust to being without one of theirs",0.0,unknown,https://deadspin.com/without-chet-holmgren-thunder-look-to-topple-clippers/
Spurs glad to have Devin Vassell back as they host Kings,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,The San Antonio Spurs will continue to blend in the return of one of their most important players when they host the Sacramento Kings on Monday night.,0.0,unknown,https://deadspin.com/spurs-glad-to-have-devin-vassell-back-as-they-host-kings/
Determined Rockets aim to continue ascent vs. Wizards,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Despite laboring through another offensive slog on Sunday in Detroit, the Houston Rockets again uncovered a path to success, utilizing dogged determin",0.0,unknown,https://deadspin.com/determined-rockets-aim-to-continue-ascent-vs-wizards/
Flyers carry modest improvements into clash vs. Sharks,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Following a productive road trip, the Philadelphia Flyers will return home Monday night to take on the improving San Jose Sharks.,The Flyers suffered",0.0,unknown,https://deadspin.com/flyers-carry-modest-improvements-into-clash-vs-sharks/
NHL roundup: John Gibson shines as Ducks down Jackets,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,John Gibson made 38 saves in his season debut as the host Anaheim Ducks snapped a four-game losing streak with a 4-2 victory over the Columbus Blue Ja,0.0,unknown,https://deadspin.com/nhl-roundup-john-gibson-shines-as-ducks-down-jackets/
Surprising DePaul hopes hot shooting continues vs. Mercer,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"An early fancy for the 3-point shot has DePaul on the verge of matching its win total from last season.,Mercer, meanwhile, looks to pull off an upset",0.0,unknown,https://deadspin.com/surprising-depaul-hopes-hot-shooting-continues-vs-mercer/
Top 25 roundup: No. 6 Gonzaga edges upset-minded Arizona State,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Khalif Battle scored all 19 of his points in the second half as No. 6 Gonzaga avoided an upset bid, outlasting Arizona State 88-80 on Sunday in a nonc",0.0,unknown,https://deadspin.com/top-25-roundup-no-6-gonzaga-edges-upset-minded-arizona-state/
Oklahoma sends new-look roster to face Northwestern State,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Oklahoma lost three starters from last season's 20-win team, but this Sooners squad might have plenty of depth, as well.,After an easy win in its seas",0.0,unknown,https://deadspin.com/oklahoma-sends-new-look-roster-to-face-northwestern-state/
NBA roundup: Celtics top Bucks despite Giannis' 43 points,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Jayson Tatum scored 31 points with 12 rebounds and six assists to help the visiting Boston Celtics overcome a 17-point deficit and defeat the Milwauke,0.0,unknown,https://deadspin.com/nba-roundup-celtics-top-bucks-despite-giannis-43-points/
Jake Bates hits game-winning FG as Lions rally past Texans,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Jake Bates kicked a 52-yard field goal just inside the left upright as time expired and the Detroit Lions overcame a 16-point halftime deficit to reco,0.0,unknown,https://deadspin.com/jake-bates-hits-game-winning-fg-as-lions-rally-past-texans/
Butler needing to make changes with Western Michigan up next,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"After being stunned by Austin Peay, Butler will try to get back in the win column when it hosts Western Michigan on Monday night in Indianapolis. ,The",0.0,unknown,https://deadspin.com/butler-needing-to-make-changes-with-western-michigan-up-next/
SMU seeks to continue home dominance vs. UNC Greensboro,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"SMU's quest for a three-game sweep in Andy Enfield's first homestand as coach continues Monday night, when the Mustangs host UNC Greensboro in Dallas.",0.0,unknown,https://deadspin.com/smu-seeks-to-continue-home-dominance-vs-unc-greensboro/
Missouri aiming for smarter offense against Eastern Washington,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Missouri opened its nonconference home schedule by shooting 3 for 22 from 3-point range.,The Tigers (1-1) will try to regroup when they host Eastern W",0.0,unknown,https://deadspin.com/missouri-aiming-for-smarter-offense-against-eastern-washington/
Virginia's big men ready for Coppin State,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Virginia's emergent big men take the floor Monday night against a busy Coppin State squad in Charlottesville, Va., ,While the visiting Eagles (0-3) ar",0.0,unknown,https://deadspin.com/virginias-big-men-ready-for-coppin-state/
LeBron James puts up triple-double as Lakers rally past Raptors,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Anthony Davis scored 22 points and LeBron James added 19 points, 16 assists and 10 rebounds as the Los Angeles Lakers rallied for a 123-103 victory ov",0.0,unknown,https://deadspin.com/lebron-james-puts-up-triple-double-as-lakers-rally-past-raptors/
Jake Bates hits winning FG as Lions rally past Texans,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Jake Bates kicked a 52-yard field goal just inside the left upright as time expired and the Detroit Lions overcame a 16-point halftime deficit to reco,0.0,unknown,https://deadspin.com/jake-bates-hits-winning-fg-as-lions-rally-past-texans/
Grizzlies stay hot by stomping on Blazers,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Jaren Jackson Jr. recorded 20 points, seven rebounds and three steals in just 24 minutes of action to help the Memphis Grizzlies roll to an easy 134-8",0.0,unknown,https://deadspin.com/grizzlies-stay-hot-by-stomping-on-blazers/
Maryland hopes to continue early-season dominance vs. Florida A&M,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Maryland is off to one of its strongest starts in a decade and will look to ride that momentum to another win on Monday night when it hosts Florida A&,0.0,unknown,https://deadspin.com/maryland-hopes-to-continue-early-season-dominance-vs-florida-am/
Lakers forward Anthony Davis (eye) leaves in third quarter,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Los Angeles Lakers forward Anthony Davis left in the third quarter Sunday against the Toronto Raptors with an apparent eye injury., ,Davis blocked a s",0.0,unknown,https://deadspin.com/lakers-forward-anthony-davis-eye-leaves-in-third-quarter/
"De’Aaron Fox, DeMar DeRozan help Kings cool off Suns in OT","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"De'Aaron Fox and DeMar DeRozan each had eight points in overtime to account for all of the Kings' scoring in the extra period, leading visiting Sacram",0.0,unknown,https://deadspin.com/deaaron-fox-demar-derozan-help-kings-cool-off-suns-in-ot/
Virginia Tech faces Winthrop in clash of 2-0 teams,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Virginia Tech will try to put together a better start when it hosts Winthrop on Monday night in Blacksburg, Va.,The Hokies improved to 2-0 with a 93-7",0.0,unknown,https://deadspin.com/virginia-tech-faces-winthrop-in-clash-of-2-0-teams/
Another triple-double from Nikola Jokic helps Nuggets past Mavs,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Nikola Jokic had 37 points, 18 rebounds and 15 assists, Michael Porter Jr. hit a go-ahead floater with 6.5 seconds left and the host Denver Nuggets ov",0.0,unknown,https://deadspin.com/another-triple-double-from-nikola-jokic-helps-nuggets-past-mavs/
Guard trio leads Pitt against Gardner-Webb,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"With two wins over solid mid-major programs, Pitt is off to a promising start with a reloaded lineup. Monday at home, the Panthers get another mid-maj",0.0,unknown,https://deadspin.com/guard-trio-leads-pitt-against-gardner-webb/
John Gibson stellar in season debut as Ducks top Blue Jackets,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,John Gibson made 38 saves in his season debut as the host Anaheim Ducks snapped a four-game losing streak with a 4-2 victory over the Columbus Blue Ja,0.0,unknown,https://deadspin.com/john-gibson-stellar-in-season-debut-as-ducks-top-blue-jackets/
NFL roundup: Chiefs block Broncos' FG to stay unbeaten,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Harrison Butker kicked three field goals, including a go-ahead 20-yarder with 5:57 left, and Leo Chenal blocked a 35-yard field goal as time expired t",0.0,unknown,https://deadspin.com/nfl-roundup-chiefs-block-broncos-fg-to-stay-unbeaten/
Notre Dame aims for improvement against visiting Buffalo,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Notre Dame coach Micah Shrewsberry got a good look at his promising backcourt in the season opener, liked what he saw but still felt there was some ro",0.0,unknown,https://deadspin.com/notre-dame-aims-for-improvement-against-visiting-buffalo/
76ers outlast Hornets in OT after blowing 16-point lead,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Rookie Jared McCain scored a career-high 27 points to help the Philadelphia 76ers to a 107-105 overtime win over the visiting Charlotte Hornets on Sun,0.0,unknown,https://deadspin.com/76ers-outlast-hornets-in-ot-after-blowing-16-point-lead/
